"","Duration","Protocal_type","Service","flag","Predicted_class"
"5569",0,"tcp","http","SF","normal"
"5570",0,"tcp","ntp_u","REJ","anomaly"
"5571",0,"tcp","http","SF","normal"
"5572",4,"tcp","pop_2","SF","normal"
"5573",0,"icmp","ecr_i","SF","anomaly"
"5574",0,"udp","printer","SF","anomaly"
"5575",0,"tcp","printer","REJ","anomaly"
"5576",8156,"tcp","supdup","SF","anomaly"
"5577",0,"tcp","ftp_data","SF","anomaly"
"5578",1,"tcp","rje","SF","normal"
"5579",1,"tcp","rje","SF","normal"
"5580",0,"tcp","printer","REJ","anomaly"
"5581",0,"icmp","ecr_i","SF","anomaly"
"5582",0,"tcp","ftp_data","SF","normal"
"5583",0,"udp","domain_u","SF","normal"
"5584",0,"tcp","http","SF","normal"
"5585",0,"udp","printer","SF","normal"
"5586",0,"tcp","printer","S0","anomaly"
"5587",0,"tcp","printer","S0","anomaly"
"5588",0,"tcp","hostnames","REJ","anomaly"
"5589",0,"udp","printer","SF","anomaly"
"5590",0,"tcp","ftp_data","SF","anomaly"
"5591",1,"tcp","pop_2","RSTO","anomaly"
"5592",0,"tcp","http","S0","anomaly"
"5593",0,"tcp","netbios_dgm","REJ","anomaly"
"5594",0,"tcp","http","SF","normal"
"5595",0,"tcp","http","SF","normal"
"5596",0,"tcp","http","SF","normal"
"5597",0,"tcp","http","SF","normal"
"5598",0,"tcp","printer","REJ","anomaly"
"5599",5,"tcp","pop_2","SF","normal"
"5600",0,"icmp","ecr_i","SF","anomaly"
"5601",0,"tcp","supdup","S3","anomaly"
"5602",0,"tcp","http","SF","normal"
"5603",0,"tcp","http","SF","normal"
"5604",0,"tcp","http","SF","normal"
"5605",0,"tcp","http","SF","normal"
"5606",0,"tcp","printer","REJ","anomaly"
"5607",0,"tcp","http","SF","normal"
"5608",0,"tcp","tim_i","RSTO","anomaly"
"5609",0,"tcp","http","SF","normal"
"5610",0,"tcp","urp_i","REJ","anomaly"
"5611",0,"tcp","ldap","REJ","anomaly"
"5612",283,"tcp","ftp","SF","normal"
"5613",0,"tcp","printer","REJ","anomaly"
"5614",0,"tcp","supdup","RSTO","anomaly"
"5615",0,"tcp","netbios_dgm","REJ","anomaly"
"5616",0,"tcp","http","SF","normal"
"5617",0,"tcp","http","SF","normal"
"5618",0,"icmp","ecr_i","SF","anomaly"
"5619",0,"udp","printer","SF","normal"
"5620",0,"tcp","supdup","SF","normal"
"5621",0,"tcp","http","SF","normal"
"5622",0,"tcp","iso_tsap","REJ","anomaly"
"5623",0,"icmp","eco_i","SF","normal"
"5624",0,"tcp","http","SF","normal"
"5625",0,"tcp","http","SF","normal"
"5626",0,"tcp","http","SF","normal"
"5627",4,"tcp","pop_2","SF","anomaly"
"5628",284,"tcp","ftp","SF","normal"
"5629",0,"tcp","http","SF","normal"
"5630",0,"icmp","ecr_i","SF","anomaly"
"5631",0,"udp","domain_u","SF","normal"
"5632",0,"tcp","ntp_u","REJ","anomaly"
"5633",1,"tcp","rje","SF","normal"
"5634",0,"tcp","printer","REJ","anomaly"
"5635",0,"tcp","printer","S0","anomaly"
"5636",0,"tcp","printer","REJ","anomaly"
"5637",2074,"tcp","http","RSTR","normal"
"5638",0,"tcp","printer","REJ","anomaly"
"5639",281,"tcp","ftp","SF","normal"
"5640",0,"tcp","http","SF","normal"
"5641",0,"tcp","http","SF","normal"
"5642",0,"udp","printer","SF","normal"
"5643",0,"tcp","http","S0","anomaly"
"5644",0,"tcp","http","SF","normal"
"5645",0,"tcp","http","SF","normal"
"5646",283,"tcp","ftp","SF","normal"
"5647",0,"tcp","http","SF","normal"
"5648",0,"udp","domain_u","SF","normal"
"5649",0,"icmp","telnet","SF","normal"
"5650",0,"tcp","printer","S0","anomaly"
"5651",0,"tcp","supdup","SF","normal"
"5652",0,"tcp","http","SF","normal"
"5653",0,"tcp","printer","S0","anomaly"
"5654",0,"tcp","printer","S0","anomaly"
"5655",0,"tcp","http","SF","normal"
"5656",0,"tcp","http","SF","normal"
"5657",0,"tcp","http_8001","RSTO","anomaly"
"5658",0,"tcp","http","SF","normal"
"5659",0,"tcp","http","SF","normal"
"5660",0,"tcp","printer","S0","anomaly"
"5661",0,"tcp","http","SF","normal"
"5662",3,"tcp","supdup","SF","anomaly"
"5663",0,"tcp","http","SF","normal"
"5664",0,"tcp","printer","REJ","anomaly"
"5665",0,"tcp","rje","SF","anomaly"
"5666",0,"udp","printer","SF","normal"
"5667",0,"tcp","supdup","S3","anomaly"
"5668",0,"udp","printer","SF","anomaly"
"5669",0,"tcp","ntp_u","REJ","anomaly"
"5670",0,"tcp","http","SF","normal"
"5671",0,"tcp","http","SF","normal"
"5672",0,"tcp","netbios_ssn","REJ","anomaly"
"5673",0,"tcp","http","SF","normal"
"5674",0,"tcp","sql_net","REJ","anomaly"
"5675",0,"tcp","http","SF","normal"
"5676",0,"tcp","http","SF","normal"
"5677",0,"tcp","http","SF","normal"
"5678",0,"udp","printer","SF","anomaly"
"5679",0,"udp","printer","SF","normal"
"5680",0,"tcp","http","SF","normal"
"5681",0,"tcp","sql_net","REJ","anomaly"
"5682",0,"tcp","printer","S0","anomaly"
"5683",0,"tcp","printer","REJ","anomaly"
"5684",0,"tcp","http","SF","normal"
"5685",0,"udp","domain_u","SF","normal"
"5686",0,"udp","domain_u","SF","normal"
"5687",0,"tcp","http","SF","normal"
"5688",0,"tcp","http","SF","normal"
"5689",1,"tcp","http_8001","RSTO","anomaly"
"5690",0,"tcp","printer","REJ","anomaly"
"5691",0,"udp","nntp","SF","normal"
"5692",0,"tcp","sql_net","REJ","anomaly"
"5693",0,"tcp","http","SF","normal"
"5694",0,"tcp","http","SF","normal"
"5695",0,"tcp","printer","REJ","anomaly"
"5696",0,"udp","printer","SF","normal"
"5697",0,"tcp","http","SF","normal"
"5698",5,"tcp","pop_2","SF","anomaly"
"5699",0,"tcp","http","SF","normal"
"5700",1,"tcp","pop_2","RSTO","anomaly"
"5701",0,"tcp","printer","REJ","anomaly"
"5702",0,"tcp","printer","REJ","anomaly"
"5703",282,"tcp","ftp","SF","normal"
"5704",0,"tcp","printer","RSTO","anomaly"
"5705",0,"udp","domain_u","SF","normal"
"5706",283,"tcp","ftp","SF","normal"
"5707",0,"tcp","http","SF","normal"
"5708",0,"tcp","http","SF","normal"
"5709",4,"tcp","pop_2","SF","anomaly"
"5710",0,"tcp","printer","REJ","anomaly"
"5711",0,"tcp","ftp","RSTO","anomaly"
"5712",0,"tcp","ftp_data","S0","anomaly"
"5713",0,"tcp","http","SF","normal"
"5714",0,"udp","printer","SF","anomaly"
"5715",0,"tcp","http","SF","normal"
"5716",0,"tcp","printer","S0","anomaly"
"5717",0,"tcp","sunrpc","S0","anomaly"
"5718",0,"tcp","printer","REJ","anomaly"
"5719",0,"udp","printer","SF","normal"
"5720",0,"tcp","http_8001","REJ","anomaly"
"5721",0,"tcp","echo","RSTO","anomaly"
"5722",0,"tcp","printer","REJ","anomaly"
"5723",0,"tcp","http","S0","anomaly"
"5724",0,"tcp","ntp_u","REJ","anomaly"
"5725",0,"tcp","ftp_data","SF","normal"
"5726",0,"tcp","http","S0","anomaly"
"5727",7338,"tcp","supdup","SF","anomaly"
"5728",4,"tcp","pop_2","SF","normal"
"5729",0,"tcp","http","SF","normal"
"5730",280,"tcp","ftp_data","SF","normal"
"5731",4,"tcp","pop_2","SF","normal"
"5732",0,"tcp","printer","REJ","anomaly"
"5733",0,"tcp","http","SF","normal"
"5734",0,"udp","domain_u","SF","normal"
"5735",1,"tcp","rje","SF","normal"
"5736",0,"tcp","printer","S0","anomaly"
"5737",0,"tcp","http","SF","normal"
"5738",4,"tcp","pop_2","SF","normal"
"5739",0,"tcp","rje","SF","normal"
"5740",0,"tcp","printer","S0","anomaly"
"5741",0,"tcp","supdup","S3","anomaly"
"5742",0,"tcp","printer","REJ","anomaly"
"5743",0,"udp","printer","SF","normal"
"5744",0,"tcp","printer","REJ","anomaly"
"5745",0,"tcp","supdup","S0","anomaly"
"5746",0,"tcp","printer","RSTO","anomaly"
"5747",7326,"tcp","supdup","SF","anomaly"
"5748",0,"tcp","http","SF","normal"
"5749",0,"tcp","printer","REJ","anomaly"
"5750",0,"tcp","courier","REJ","anomaly"
"5751",0,"tcp","supdup","REJ","anomaly"
"5752",0,"udp","printer","SF","anomaly"
"5753",0,"tcp","uucp","REJ","anomaly"
"5754",1,"tcp","supdup","SF","anomaly"
"5755",1,"tcp","pop_2","RSTO","anomaly"
"5756",0,"udp","domain_u","SF","normal"
"5757",0,"tcp","supdup","S0","anomaly"
"5758",0,"tcp","ftp_data","SF","normal"
"5759",0,"tcp","printer","RSTR","anomaly"
"5760",4,"tcp","pop_2","SF","anomaly"
"5761",0,"tcp","printer","REJ","anomaly"
"5762",0,"tcp","printer","S0","anomaly"
"5763",0,"tcp","printer","REJ","anomaly"
"5764",4,"tcp","pop_2","SF","anomaly"
"5765",0,"tcp","http","S0","anomaly"
"5766",280,"tcp","ftp_data","SF","normal"
"5767",0,"tcp","http","SF","normal"
"5768",0,"tcp","http","SF","normal"
"5769",284,"tcp","ftp","SF","normal"
"5770",0,"tcp","ntp_u","S0","anomaly"
"5771",0,"tcp","http","SF","normal"
"5772",0,"tcp","printer","S0","anomaly"
"5773",282,"tcp","ftp","SF","normal"
"5774",0,"tcp","rje","SF","normal"
"5775",7579,"tcp","supdup","SF","anomaly"
"5776",0,"tcp","supdup","REJ","anomaly"
"5777",0,"tcp","http","SF","normal"
"5778",0,"tcp","http","SF","normal"
"5779",0,"tcp","http","SF","normal"
"5780",0,"icmp","eco_i","SF","anomaly"
"5781",0,"tcp","http","SF","normal"
"5782",0,"tcp","ftp_data","SF","normal"
"5783",0,"tcp","ntp_u","REJ","anomaly"
"5784",0,"tcp","http","SF","normal"
"5785",2077,"tcp","http","RSTR","normal"
"5786",0,"tcp","rje","SF","normal"
"5787",0,"tcp","http","SF","normal"
"5788",0,"tcp","http","S0","anomaly"
"5789",0,"tcp","http","SF","normal"
"5790",0,"tcp","printer","REJ","anomaly"
"5791",0,"tcp","ftp_data","SF","anomaly"
"5792",0,"tcp","printer","S0","anomaly"
"5793",4,"tcp","pop_2","SF","normal"
"5794",0,"tcp","http","SF","normal"
"5795",0,"tcp","http","SF","normal"
"5796",0,"tcp","printer","REJ","anomaly"
"5797",3,"tcp","http","SF","normal"
"5798",0,"tcp","supdup","SF","normal"
"5799",0,"tcp","ftp_data","REJ","anomaly"
"5800",0,"udp","printer","SF","anomaly"
"5801",7306,"tcp","supdup","SF","anomaly"
"5802",0,"tcp","http","SF","normal"
"5803",1,"tcp","rje","SF","normal"
"5804",0,"icmp","ecr_i","SF","anomaly"
"5805",0,"tcp","exec","RSTO","anomaly"
"5806",0,"tcp","ssh","REJ","anomaly"
"5807",0,"tcp","printer","REJ","anomaly"
"5808",0,"tcp","http","SF","normal"
"5809",812,"tcp","http","RSTR","normal"
"5810",7268,"tcp","supdup","SF","anomaly"
"5811",0,"udp","domain_u","SF","normal"
"5812",7212,"tcp","supdup","SF","anomaly"
"5813",0,"udp","domain_u","SF","normal"
"5814",0,"tcp","http","SF","normal"
"5815",0,"tcp","http","SF","normal"
"5816",0,"tcp","printer","SH","anomaly"
"5817",0,"tcp","http","SF","normal"
"5818",134,"tcp","imap4","SF","anomaly"
"5819",0,"tcp","http","SF","normal"
"5820",1,"tcp","supdup","RSTO","anomaly"
"5821",0,"tcp","sql_net","S0","anomaly"
"5822",0,"tcp","http","SF","normal"
"5823",0,"tcp","http","S0","anomaly"
"5824",0,"udp","domain_u","SF","normal"
"5825",0,"tcp","supdup","S0","anomaly"
"5826",0,"tcp","http","SF","normal"
"5827",0,"tcp","ftp_data","SF","anomaly"
"5828",0,"tcp","printer","S0","anomaly"
"5829",0,"tcp","printer","REJ","anomaly"
"5830",1,"tcp","rje","SF","normal"
"5831",0,"tcp","echo","RSTO","anomaly"
"5832",0,"tcp","ldap","S0","anomaly"
"5833",0,"tcp","remote_job","RSTO","anomaly"
"5834",0,"tcp","http","SF","normal"
"5835",0,"tcp","http","SF","normal"
"5836",0,"udp","ntp_u","SF","anomaly"
"5837",0,"tcp","http","SF","normal"
"5838",0,"tcp","http","SF","normal"
"5839",4,"tcp","pop_2","SF","anomaly"
"5840",0,"tcp","http","SF","normal"
"5841",0,"icmp","ecr_i","SF","anomaly"
"5842",0,"tcp","http","SF","normal"
"5843",0,"udp","domain_u","SF","normal"
"5844",0,"udp","printer","SF","normal"
"5845",0,"udp","domain_u","SF","normal"
"5846",1009,"tcp","http","RSTR","normal"
"5847",0,"tcp","http","SF","normal"
"5848",0,"udp","printer","SF","normal"
"5849",0,"tcp","sql_net","REJ","anomaly"
"5850",0,"tcp","rje","SF","normal"
"5851",0,"tcp","printer","RSTR","anomaly"
"5852",0,"tcp","printer","REJ","anomaly"
"5853",0,"tcp","http","SF","normal"
"5854",0,"tcp","http","SF","normal"
"5855",0,"tcp","ftp_data","SF","anomaly"
"5856",0,"tcp","printer","REJ","anomaly"
"5857",0,"tcp","http","SF","normal"
"5858",0,"tcp","http","S0","anomaly"
"5859",7553,"tcp","supdup","SF","anomaly"
"5860",0,"tcp","http","SF","normal"
"5861",0,"tcp","http","SF","normal"
"5862",0,"tcp","supdup","S3","anomaly"
"5863",0,"tcp","printer","S0","anomaly"
"5864",0,"tcp","bgp","REJ","anomaly"
"5865",7442,"tcp","supdup","SF","anomaly"
"5866",7474,"tcp","supdup","SF","anomaly"
"5867",282,"tcp","ftp","SF","normal"
"5868",280,"tcp","ftp_data","SF","normal"
"5869",0,"tcp","supdup","S0","anomaly"
"5870",0,"tcp","printer","REJ","anomaly"
"5871",0,"tcp","ftp_data","SF","normal"
"5872",0,"tcp","ldap","REJ","anomaly"
"5873",0,"tcp","netstat","S0","anomaly"
"5874",805,"tcp","http","RSTR","normal"
"5875",0,"tcp","http","SF","normal"
"5876",282,"tcp","ftp","SF","normal"
"5877",0,"udp","printer","SF","normal"
"5878",0,"tcp","http","SF","normal"
"5879",0,"tcp","supdup","S3","anomaly"
"5880",0,"udp","printer","SF","normal"
"5881",0,"tcp","supdup","SF","normal"
"5882",0,"udp","domain_u","SF","normal"
"5883",0,"tcp","http","SF","normal"
"5884",0,"udp","printer","SF","normal"
"5885",0,"udp","printer","SF","normal"
"5886",0,"tcp","http","SF","normal"
"5887",0,"udp","domain_u","SF","normal"
"5888",0,"tcp","http","SF","normal"
"5889",0,"udp","printer","SF","normal"
"5890",282,"tcp","ftp","SF","normal"
"5891",0,"tcp","http","SF","normal"
"5892",7458,"tcp","supdup","SF","anomaly"
"5893",0,"tcp","http","RSTR","normal"
"5894",816,"tcp","http","RSTR","normal"
"5895",0,"udp","printer","SF","normal"
"5896",0,"tcp","http","SF","normal"
"5897",0,"tcp","http","SF","normal"
"5898",0,"tcp","http","SF","normal"
"5899",0,"udp","domain_u","SF","normal"
"5900",7390,"tcp","supdup","SF","anomaly"
"5901",0,"tcp","printer","REJ","anomaly"
"5902",0,"tcp","tim_i","S0","anomaly"
"5903",0,"tcp","mtp","REJ","anomaly"
"5904",0,"tcp","supdup","REJ","anomaly"
"5905",0,"icmp","ecr_i","SF","anomaly"
"5906",0,"tcp","printer","REJ","anomaly"
"5907",0,"tcp","ftp_data","REJ","anomaly"
"5908",1,"tcp","rje","SF","normal"
"5909",0,"icmp","eco_i","SF","anomaly"
"5910",0,"udp","domain_u","SF","normal"
"5911",0,"tcp","http","SF","normal"
"5912",0,"tcp","ftp_data","REJ","anomaly"
"5913",0,"tcp","printer","S0","anomaly"
"5914",0,"icmp","ecr_i","SF","anomaly"
"5915",0,"tcp","http","SF","normal"
"5916",0,"icmp","ecr_i","SF","anomaly"
"5917",0,"tcp","http","SF","normal"
"5918",0,"tcp","http","SF","normal"
"5919",0,"udp","printer","SF","normal"
"5920",0,"tcp","printer","SH","anomaly"
"5921",0,"tcp","http","SF","normal"
"5922",0,"tcp","printer","S0","anomaly"
"5923",0,"tcp","ftp_data","REJ","anomaly"
"5924",0,"tcp","http","SF","normal"
"5925",0,"udp","printer","SF","normal"
"5926",1,"tcp","rje","SF","normal"
"5927",0,"tcp","ntp_u","SF","normal"
"5928",0,"tcp","ntp_u","REJ","anomaly"
"5929",0,"tcp","http","SF","normal"
"5930",0,"udp","domain_u","SF","normal"
"5931",0,"tcp","printer","S0","anomaly"
"5932",280,"tcp","ftp_data","SF","normal"
"5933",0,"tcp","http","SF","normal"
"5934",0,"tcp","printer","S0","anomaly"
"5935",0,"tcp","http","SF","normal"
"5936",0,"tcp","http","SF","normal"
"5937",0,"tcp","netstat","S0","anomaly"
"5938",0,"tcp","http","SF","normal"
"5939",0,"udp","printer","SF","normal"
"5940",0,"udp","printer","SF","normal"
"5941",0,"tcp","http","SF","normal"
"5942",0,"tcp","http","SF","normal"
"5943",0,"tcp","finger","SF","anomaly"
"5944",0,"tcp","http","SF","normal"
"5945",0,"tcp","http","SF","normal"
"5946",0,"tcp","printer","REJ","anomaly"
"5947",0,"tcp","printer","REJ","anomaly"
"5948",0,"tcp","printer","REJ","anomaly"
"5949",7416,"tcp","supdup","SF","anomaly"
"5950",0,"tcp","rje","SF","normal"
"5951",0,"tcp","ntp_u","REJ","anomaly"
"5952",5,"tcp","http_8001","SF","anomaly"
"5953",0,"tcp","http","SF","normal"
"5954",0,"udp","printer","SF","normal"
"5955",283,"tcp","ftp","SF","normal"
"5956",0,"tcp","http","SF","normal"
"5957",0,"tcp","http","SF","normal"
"5958",0,"tcp","http","SF","normal"
"5959",0,"icmp","ecr_i","SF","anomaly"
"5960",0,"tcp","rje","SF","anomaly"
"5961",54,"tcp","ftp","SF","normal"
"5962",0,"udp","printer","SF","anomaly"
"5963",0,"tcp","http","SF","normal"
"5964",4,"tcp","pop_2","SF","anomaly"
"5965",0,"tcp","ftp","SF","anomaly"
"5966",0,"tcp","http","SF","normal"
"5967",0,"tcp","supdup","SF","normal"
"5968",0,"udp","printer","SF","anomaly"
"5969",0,"tcp","http","SF","normal"
"5970",0,"tcp","http","SF","normal"
"5971",0,"udp","printer","SF","normal"
"5972",280,"tcp","ftp_data","SF","normal"
"5973",0,"tcp","http","SF","normal"
"5974",214,"tcp","supdup","SF","normal"
"5975",0,"tcp","sql_net","REJ","anomaly"
"5976",0,"tcp","uucp_path","REJ","anomaly"
"5977",0,"tcp","http","SF","normal"
"5978",0,"tcp","http","SF","normal"
"5979",0,"tcp","http","S0","anomaly"
"5980",0,"tcp","printer","S0","anomaly"
"5981",0,"tcp","http","SF","normal"
"5982",0,"tcp","supdup","SF","normal"
"5983",0,"udp","printer","SF","normal"
"5984",0,"tcp","http","SF","normal"
"5985",0,"udp","domain_u","SF","normal"
"5986",0,"tcp","printer","REJ","anomaly"
"5987",2224,"tcp","supdup","SF","normal"
"5988",0,"udp","domain_u","SF","normal"
"5989",0,"icmp","ecr_i","SF","anomaly"
"5990",4,"tcp","pop_2","SF","anomaly"
"5991",0,"udp","printer","SF","normal"
"5992",0,"tcp","printer","REJ","anomaly"
"5993",0,"icmp","ecr_i","SF","anomaly"
"5994",0,"tcp","pop_2","REJ","anomaly"
"5995",0,"tcp","netbios_ns","REJ","anomaly"
"5996",0,"tcp","printer","S0","anomaly"
"5997",0,"tcp","http","SF","normal"
"5998",0,"tcp","http","SF","normal"
"5999",4,"tcp","pop_2","SF","normal"
"6000",0,"tcp","http","SF","normal"
"6001",0,"tcp","netbios_dgm","REJ","anomaly"
"6002",0,"udp","printer","SF","normal"
"6003",0,"tcp","supdup","SF","normal"
"6004",0,"tcp","printer","REJ","anomaly"
"6005",0,"tcp","http","S2","normal"
"6006",0,"icmp","ecr_i","SF","anomaly"
"6007",0,"tcp","http","SF","normal"
"6008",0,"tcp","pop_2","S0","anomaly"
"6009",0,"tcp","printer","REJ","anomaly"
"6010",0,"tcp","http","SF","normal"
"6011",0,"tcp","http","S0","anomaly"
"6012",0,"tcp","printer","REJ","anomaly"
"6013",0,"udp","printer","SF","anomaly"
"6014",0,"tcp","http","SF","normal"
"6015",0,"tcp","http","SF","normal"
"6016",0,"udp","printer","SF","anomaly"
"6017",0,"icmp","eco_i","SF","anomaly"
"6018",0,"tcp","printer","S0","anomaly"
"6019",0,"icmp","ecr_i","SF","anomaly"
"6020",0,"icmp","ecr_i","SF","anomaly"
"6021",8177,"tcp","supdup","SF","anomaly"
"6022",0,"icmp","ecr_i","SF","anomaly"
"6023",0,"tcp","pop_2","S0","anomaly"
"6024",0,"tcp","http","SF","normal"
"6025",0,"udp","printer","SF","anomaly"
"6026",282,"tcp","ftp","SF","normal"
"6027",0,"tcp","supdup","RSTO","anomaly"
"6028",0,"tcp","printer","S0","anomaly"
"6029",3,"tcp","http_8001","RSTO","anomaly"
"6030",2074,"tcp","http","RSTR","normal"
"6031",0,"tcp","http","SF","normal"
"6032",0,"tcp","http","SF","normal"
"6033",4,"tcp","pop_2","SF","normal"
"6034",0,"tcp","http","REJ","anomaly"
"6035",0,"udp","printer","SF","normal"
"6036",0,"tcp","printer","RSTO","anomaly"
"6037",0,"udp","printer","SF","anomaly"
"6038",0,"tcp","uucp_path","REJ","anomaly"
"6039",0,"udp","domain_u","SF","normal"
"6040",0,"tcp","http","SF","normal"
"6041",0,"tcp","http","SF","normal"
"6042",0,"tcp","finger","RSTO","anomaly"
"6043",0,"tcp","http","SF","normal"
"6044",0,"icmp","ecr_i","SF","anomaly"
"6045",0,"tcp","rje","SF","normal"
"6046",0,"tcp","http","SF","normal"
"6047",0,"tcp","http","SF","normal"
"6048",0,"tcp","ntp_u","SF","normal"
"6049",4,"tcp","pop_2","SF","normal"
"6050",0,"tcp","http","SF","normal"
"6051",280,"tcp","ftp_data","SF","normal"
"6052",4,"tcp","pop_2","SF","anomaly"
"6053",0,"tcp","http","SF","normal"
"6054",0,"icmp","eco_i","SF","anomaly"
"6055",0,"tcp","http","SF","normal"
"6056",0,"tcp","whois","REJ","anomaly"
"6057",0,"tcp","supdup","S3","anomaly"
"6058",0,"udp","domain_u","SF","normal"
"6059",0,"tcp","http","SF","normal"
"6060",0,"icmp","eco_i","SF","anomaly"
"6061",0,"icmp","ecr_i","SF","anomaly"
"6062",8184,"tcp","supdup","SF","anomaly"
"6063",0,"udp","ntp_u","SF","anomaly"
"6064",0,"tcp","ftp_data","SF","normal"
"6065",0,"tcp","rje","SF","normal"
"6066",0,"tcp","http","SF","normal"
"6067",0,"udp","printer","SF","normal"
"6068",898,"tcp","http","RSTR","normal"
"6069",0,"udp","printer","SF","anomaly"
"6070",0,"udp","domain_u","SF","normal"
"6071",0,"tcp","kshell","REJ","anomaly"
"6072",0,"tcp","http","SF","normal"
"6073",0,"tcp","link","RSTO","anomaly"
"6074",0,"udp","domain_u","SF","normal"
"6075",799,"tcp","http","RSTR","normal"
"6076",0,"tcp","http","SF","normal"
"6077",796,"tcp","http","RSTR","normal"
"6078",4,"tcp","pop_2","SF","normal"
"6079",0,"tcp","http","SF","normal"
"6080",0,"tcp","printer","REJ","anomaly"
"6081",0,"tcp","printer","REJ","anomaly"
"6082",0,"tcp","ntp_u","S0","anomaly"
"6083",0,"icmp","ecr_i","SF","anomaly"
"6084",0,"tcp","sql_net","REJ","anomaly"
"6085",0,"tcp","sql_net","RSTO","anomaly"
"6086",6,"tcp","pop_2","RSTO","anomaly"
"6087",280,"tcp","ftp_data","SF","normal"
"6088",0,"tcp","ftp_data","SF","anomaly"
"6089",0,"tcp","uucp","S0","anomaly"
"6090",0,"tcp","printer","REJ","anomaly"
"6091",0,"tcp","printer","RSTR","anomaly"
"6092",0,"tcp","http","SF","normal"
"6093",0,"tcp","netbios_ns","S0","anomaly"
"6094",0,"tcp","http","SF","normal"
"6095",4,"tcp","pop_2","SF","normal"
"6096",0,"tcp","http","SF","normal"
"6097",0,"icmp","ecr_i","SF","anomaly"
"6098",0,"tcp","printer","S0","anomaly"
"6099",0,"tcp","pop_2","SF","normal"
"6100",0,"tcp","http","SF","normal"
"6101",0,"tcp","printer","REJ","anomaly"
"6102",289,"tcp","ftp","SF","normal"
"6103",5,"tcp","pop_2","SF","normal"
"6104",0,"tcp","ntp_u","REJ","anomaly"
"6105",0,"tcp","http","SF","normal"
"6106",7545,"tcp","supdup","SF","anomaly"
"6107",0,"udp","domain_u","SF","normal"
"6108",0,"tcp","ntp_u","S0","anomaly"
"6109",0,"tcp","tim_i","RSTO","anomaly"
"6110",0,"tcp","printer","S0","anomaly"
"6111",0,"tcp","http","SF","normal"
"6112",0,"tcp","supdup","SF","normal"
"6113",0,"tcp","http","SF","normal"
"6114",0,"tcp","shell","REJ","anomaly"
"6115",0,"tcp","supdup","S0","anomaly"
"6116",0,"tcp","printer","REJ","anomaly"
"6117",4,"tcp","pop_2","SF","normal"
"6118",0,"tcp","supdup","SF","normal"
"6119",0,"tcp","ftp_data","SF","anomaly"
"6120",0,"tcp","http","SF","normal"
"6121",0,"tcp","printer","REJ","anomaly"
"6122",2076,"tcp","http","RSTR","normal"
"6123",0,"udp","printer","SF","normal"
"6124",0,"udp","domain_u","SF","normal"
"6125",0,"udp","printer","SF","normal"
"6126",0,"tcp","ntp_u","REJ","anomaly"
"6127",0,"tcp","http","SF","normal"
"6128",0,"icmp","ecr_i","SF","anomaly"
"6129",0,"tcp","http","SF","normal"
"6130",0,"tcp","http","SF","normal"
"6131",0,"tcp","printer","REJ","anomaly"
"6132",0,"tcp","finger","S0","anomaly"
"6133",4,"tcp","pop_2","SF","anomaly"
"6134",7999,"tcp","supdup","SF","anomaly"
"6135",22174,"tcp","vmnet","SF","normal"
"6136",0,"tcp","http","SF","normal"
"6137",0,"tcp","printer","RSTR","anomaly"
"6138",0,"tcp","uucp","REJ","anomaly"
"6139",283,"tcp","ftp","SF","normal"
"6140",0,"udp","printer","SF","normal"
"6141",0,"tcp","printer","REJ","anomaly"
"6142",1,"tcp","rje","SF","normal"
"6143",0,"tcp","sql_net","REJ","anomaly"
"6144",0,"udp","ntp_u","SF","anomaly"
"6145",0,"tcp","http","SF","normal"
"6146",0,"tcp","http","SF","normal"
"6147",0,"tcp","printer","REJ","anomaly"
"6148",0,"tcp","csnet_ns","S0","anomaly"
"6149",0,"tcp","supdup","RSTO","anomaly"
"6150",280,"tcp","ftp_data","SF","normal"
"6151",0,"tcp","printer","REJ","anomaly"
"6152",0,"tcp","ntp_u","REJ","anomaly"
"6153",0,"tcp","http","SF","normal"
"6154",0,"tcp","printer","REJ","anomaly"
"6155",0,"tcp","http","SF","normal"
"6156",0,"tcp","ftp_data","SF","anomaly"
"6157",0,"tcp","ldap","S0","anomaly"
"6158",4,"tcp","pop_2","SF","anomaly"
"6159",4,"tcp","pop_2","SF","normal"
"6160",0,"tcp","printer","REJ","anomaly"
"6161",0,"icmp","ecr_i","SF","anomaly"
"6162",0,"tcp","printer","S0","anomaly"
"6163",0,"tcp","http","SF","normal"
"6164",0,"tcp","ntp_u","REJ","anomaly"
"6165",1,"tcp","rje","SF","normal"
"6166",0,"tcp","printer","REJ","anomaly"
"6167",0,"tcp","http","S0","anomaly"
"6168",0,"icmp","ecr_i","SF","anomaly"
"6169",0,"tcp","printer","REJ","anomaly"
"6170",0,"tcp","domain","REJ","anomaly"
"6171",0,"tcp","printer","REJ","anomaly"
"6172",0,"udp","printer","SF","normal"
"6173",0,"tcp","domain","REJ","anomaly"
"6174",0,"tcp","printer","REJ","anomaly"
"6175",0,"tcp","rje","SF","normal"
"6176",4,"tcp","pop_2","SF","normal"
"6177",0,"tcp","rje","REJ","anomaly"
"6178",0,"udp","printer","SF","normal"
"6179",0,"udp","printer","SF","normal"
"6180",4,"tcp","pop_2","SF","normal"
"6181",0,"tcp","ftp_data","SF","normal"
"6182",4,"tcp","pop_2","SF","normal"
"6183",0,"udp","printer","SF","anomaly"
